Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
PAN/CDC_259364_V1_V2/2015,Kx156776,2015-12-18,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156776,2015.96,Genbank,2015-12-18
PAN/CDC_259359_V1_V3/2015,Kx156774,2015-12-18,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156774,2015.96,Genbank,2015-12-18
COL/PAN_00030/2015,Mf574587,2016-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  30-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574587,2016.92,Genbank,2016-12-xx
COL/PAN_00029/2015,Mf574585,2016-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  30-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574585,2016.92,Genbank,2016-12-xx
VEN/UF_1/2016,Kx702400,2016-03-25,South America,Venezuela,Venezuela,Blohm Et Al,Genome Announc 5  17  E00231-17  2017 ,Complete Genome Sequences Of Identical Zika Virus Isolates In A Nursing Mother And Her Infant,https://www.ncbi.nlm.nih.gov/nuccore/KX702400,2016.23,Genbank,2016-03-25
COL/UF_1/2016,Kx247646,2016-02-09,South America,Colombia,Colombia,Lednicky Et Al,Unpublished,Complete Genomic Sequence Of Zika Virus Isolated From A Traveler To Colombia In 2016,https://www.ncbi.nlm.nih.gov/nuccore/KX247646,2016.11,Genbank,2016-02-09
COL/FLR_00004/2015,Mf574561,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574561,2016.00,Genbank,2015-12-xx
COL/FLR_00011/2015,Mf574565,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574565,2015.93,Genbank,2015-12-xx
COL/FLR_00002/2015,Mf574559,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574559,2016.00,Genbank,2015-12-xx
COL/FLR_00006/2015,Mf574555,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574555,2016.00,Genbank,2015-12-xx
COL/FLR_00005/2015,Mf574571,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574571,2015.97,Genbank,2015-12-xx
COL/FLR_00008/2015,Mf574562,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574562,2016.00,Genbank,2015-12-xx
COL/FLR_00016/2015,Mf574575,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574575,2016.00,Genbank,2015-12-xx
COL/FLR_00014/2015,Mf574576,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574576,2015.95,Genbank,2015-12-xx
COL/FLR_00024/2015,Mf574569,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574569,2015.91,Genbank,2015-12-xx
COL/FLR_00025/2015,Mf574563,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574563,2016.00,Genbank,2015-12-xx
COL/FLR_00026/2015,Mf574564,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574564,2015.95,Genbank,2015-12-xx
COL/FLR_00020/2015,Mf574577,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574577,2015.91,Genbank,2015-12-xx
COL/FLR_00017/2015,Mf574553,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574553,2015.96,Genbank,2015-12-xx
COL/FLR_00001/2015,Mf574552,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574552,2015.96,Genbank,2015-12-xx
FVM00318/VEN/Maracay/2016,Ky693680,2016-10-19,South America,Venezuela,Venezuela,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693680,2016.80,Genbank,2016-10-19
BR/AM/16800005,Ky631492,2016-01-08,South America,Brazil,Brazil,Souza Et Al,Unpublished,Complete Genome Of A Zika Virus Isolate Amazonas Brazil 2016,https://www.ncbi.nlm.nih.gov/nuccore/KY631492,2016.02,Genbank,2016-01-08
Brazil/2016/ZBRX106,Ky559020,2016-03-07,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559020,2016.18,Genbank,2016-03-07
BeH819966,Ku365779,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365779,2015.50,Genbank,2015-xx-xx
SSABR1,Ku707826,2015-07-01,South America,Brazil,Brazil,Giovanetti Et Al,Infect. Genet. Evol. 41 142-145  2016 ,Zika Virus Complete Genome From Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU707826,2015.50,Genbank,2015-07-01
BeH818995,Ku365777,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365777,2015.81,Genbank,2015-xx-xx
BeH815744,Ku365780,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365780,2016.00,Genbank,2015-xx-xx
Z1106033,Ku312312,2015-10-02,South America,Suriname,Suriname,Enfissi Et Al,Lancet 387  10015  227-228  2016 ,Zika Virus Genome From The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KU312312,2015.75,Genbank,2015-10-02
BRA/2016/FC_6864,Ky014297,2016-04-12,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014297,2016.28,Genbank,2016-04-12
BRA/2016/FC_6863,Ky785450,2016-04-12,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785450,2016.28,Genbank,2016-04-12
GZ01,Ku820898,2016-02-14,South America,Venezuela,Venezuela,Deng Et Al,Unpublished,Complete Genome Of Zika Virus Gz01 Isolate From China,https://www.ncbi.nlm.nih.gov/nuccore/KU820898,2016.12,Genbank,2016-02-14
USVI/11/2016,Vi11,2016-03-22,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.22,Fh,2016-03-22
R114916,Kx766028,2016-06-06,North America,Dominican Republic,Dominican Republic,Lanciotti Et Al,Submitted  23-aug-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX766028,2016.43,Genbank,2016-06-06
GZ02/2016,Kx056898,2016-02-25,South America,Venezuela,Venezuela,Li Et Al,Unpublished,The Isolation And Characterization Of Zika Virus Imported Into Guangdong China,https://www.ncbi.nlm.nih.gov/nuccore/KX056898,2016.15,Genbank,2016-02-25
Z16019,Ku955590,2016-02-26,South America,Venezuela,Venezuela,Wu Et Al,Unpublished,Large Returning Population Of Oversea Chinese Of Guangdong Province Combined With Tourists Increase The Risks Of Zikv Transmission In Guangdong China,https://www.ncbi.nlm.nih.gov/nuccore/KU955590,2016.15,Genbank,2016-02-26
GDZ16021,Mf167360,2016-02-26,China,China,China,Sun Et Al,Unpublished,Returning Ex-patriot Chinese To Guangdong China Increases The Risk For The Local Transmission Of Zika Virus,https://www.ncbi.nlm.nih.gov/nuccore/MF167360,2016.15,Genbank,2016-02-26
BeH819015,Ku365778,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365778,2016.00,Genbank,2015-xx-xx
SL1602,Ky348640,2016-01-22,South America,Suriname,Suriname,Van Boheemen Et Al,Sci Rep 7  1  2368  2017 ,Quasispecies Composition And Evolution Of A Typical Zika Virus Clinical Isolate From Suriname,https://www.ncbi.nlm.nih.gov/nuccore/KY348640,2016.06,Genbank,2016-01-22
V17271,Ku758877,2015-12-01,South America,French Guiana,French Guiana,Enfissi Et Al,Submitted  25-feb-2016  Laboratoire De Virologie Institut Pasteur De La Guyane 23 Avenue Pasteur Cayenne French Guiana 97300 France,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KU758877,2015.91,Genbank,2015-12-xx
USVI/4/2016,Vi4,2016-10-14,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.79,Fh,2016-10-14
NL00013,Ku937936,2016-02-11,South America,Suriname,Suriname,Stalin Raj Et Al,Submitted  18-mar-2016  Department Of Viroscience Erasmus Medical Center Dr Molewaterplein 50 Rotterdam 3015 Ge The Netherlands,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KU937936,2016.11,Genbank,2016-02-11
USVI/40/2016,Vi40,2016-11-05,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.85,Fh,2016-11-05
PRI/2016/MA_WGS16_005,Ky785481,2016-04-12,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785481,2016.28,Genbank,2016-04-12
PRVABC59,Ku501215,2015-12-01,North America,Puerto Rico,Puerto Rico,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501215,2015.91,Genbank,2015-12-xx
PuertoRico/2016/FL008U,Ky075933,2016-06-21,North America,Puerto Rico,Puerto Rico,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075933,2016.47,Genbank,2016-06-21
BRA/2016/FC_DQ192D1,Ky785485,2016-05-10,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785485,2016.36,Genbank,2016-05-10
BRA/2016/FC_DQ12D1,Ky785436,2016-03-15,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785436,2016.20,Genbank,2016-03-15
PuertoRico/2016/FL016U,Ky075934,2016-07-03,North America,Puerto Rico,Puerto Rico,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075934,2016.50,Genbank,2016-07-03
PRI/2016/MA_WGS16_016,Ky785462,2016-06-26,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785462,2016.48,Genbank,2016-06-26
PRI/2016/MA_WGS16_004,Ky785464,2016-04-13,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785464,2016.28,Genbank,2016-04-13
USVI/23/2016,Vi23,2016-07-12,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.53,Fh,2016-07-12
USVI/39/2016,Vi39,2016-11-09,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.86,Fh,2016-11-09
USVI/30/2016,Vi30,2016-08-07,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.60,Fh,2016-08-07
USVI/32/2016,Vi32,2016-08-11,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.61,Fh,2016-08-11
USVI/37/2016,Vi37,2016-10-06,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.76,Fh,2016-10-06
USVI/12/2016,Vi12,2016-11-04,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.84,Fh,2016-11-04
USVI/1/2016,Vi1,2016-09-28,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-28
USVI/2/2016,Vi2,2016-09-28,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-28
USIV/35/2016,Vi35,2016-09-08,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.69,Fh,2016-09-08
USVI/25/2016,Vi25,2016-09-27,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.74,Fh,2016-09-27
USVI/27/2016,Vi27,2016-08-19,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.63,Fh,2016-08-19
USVI/43/2016,Vi43,2016-07-19,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.55,Fh,2016-07-19
USVI/34/2016,Vi34,2016-08-01,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.58,Fh,2016-08-01
USVI/13/2016,Vi13,2016-08-13,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.62,Fh,2016-08-13
USVI/38/2016,Vi38,2016-10-25,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.82,Fh,2016-10-25
USVI/3/2016,Vi3,2016-09-26,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-26
USVI/5/2016,Vi5,2016-10-17,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.79,Fh,2016-10-17
USVI/21/2016,Vi21,2016-11-07,North America,USVI,Saint John,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.85,Fh,2016-11-07
USVI/6/2016,Vi6,2016-10-19,North America,USVI,Saint John,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.80,Fh,2016-10-19
Brazil/2016/ZBRX102,Ky559018,2016-02-25,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559018,2016.15,Genbank,2016-02-25
USVI/24/2016,Vi24,2016-09-13,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.70,Fh,2016-09-13
Brazil/2016/ZBRC16,Ky558991,2016-01-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558991,2016.05,Genbank,2016-01-19
BRA/2016/FC_6418,Ky785410,2016-03-27,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785410,2016.24,Genbank,2016-03-27
BRA/2016/FC_DQ5D1,Ky785437,2016-03-14,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785437,2016.20,Genbank,2016-03-14
RIO_BM1,Ky272991,2016-02-12,South America,Brazil,Brazil,Bonaldo Et Al,Unpublished,Zika Virus From Breast Milk,https://www.ncbi.nlm.nih.gov/nuccore/KY272991,2016.11,Genbank,2016-02-12
Brazil/2016/ZBRY7,Ky559032,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559032,2016.08,Genbank,2016-01-xx
BRA/2016/FC_5905,Ky014308,2016-03-23,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014308,2016.22,Genbank,2016-03-23
Brazil/2016/ZBRY1,Ky559025,2016-01-15,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559025,2016.04,Genbank,2016-01-15
NIC/6188_13A1/2016,Ky765326,2016-06-30,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765326,2016.50,Genbank,2016-06-30
2016\HND\19563,Kx906952,2016-04-16,North America,Honduras,Honduras,?,?,?,?,2016.29,Genbank,2016-04-16
V103451,Kx262887,2016-01-06,North America,Honduras,Honduras,Lanciotti Et Al,Submitted  18-may-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX262887,2016.01,Genbank,2016-01-06
HND/R103451/2015,Kx694534,2015-01-06,North America,Honduras,Honduras,Shabman Et Al,Submitted  12-aug-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX694534,2015.01,Genbank,2015-01-06
Mexico_Rus_10GNN_2016,Mf098770,2016-11-09,North America,Mexico,Mexico,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098770,2016.86,Genbank,2016-11-09
mex07/Mexico/2016,Ky606272,2016-08-05,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606272,2016.59,Genbank,2016-08-05
MEX_ENCB165,Ky631493,2015-10-15,North America,Mexico,Mexico,Sevilla-reyes Et Al,Unpublished,Comparative Analysis Between The Genomes Of Intra-host And Cell Cultured Zika Virus Obtained From A Mexican Symptomatic Patient,https://www.ncbi.nlm.nih.gov/nuccore/KY631493,2015.79,Genbank,2015-10-15
ENCB165P4,Ky631494,2015-10-15,North America,Mexico,Mexico,Sevilla-reyes Et Al,Unpublished,Comparative Analysis Between The Genomes Of Intra-host And Cell Cultured Zika Virus Obtained From A Mexican Symptomatic Patient,https://www.ncbi.nlm.nih.gov/nuccore/KY631494,2015.79,Genbank,2015-10-15
USA/UT_1/2016,Kx827268,2016-01-01,North America,Mexico,Mexico,Swaminathan Et Al,N. Engl. J. Med. 375  19  1907-1909  2016 ,Fatal Zika Virus Infection With Secondary Nonsexual Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX827268,2016.00,Genbank,2016-01-01
R116265,Kx766029,2016-06-23,North America,Mexico,Mexico,Lanciotti Et Al,Submitted  23-aug-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX766029,2016.48,Genbank,2016-06-23
Aedes_aegypti/MEX/MEX_I_44/2016,Ky648934,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  22-feb-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY648934,2016.13,Genbank,2016-xx-xx
Aedes_sp/MEX_I_44/2016,Kx856011,2016-01-01,North America,Mexico,Mexico,Balaraman Et Al,Unpublished,Zika Virus Infection In Pregnant Mice,https://www.ncbi.nlm.nih.gov/nuccore/KX856011,2016.00,Genbank,2016-01-01
Mexico_Rus_12TVR_2017,Mf098771,2017-01-30,North America,Mexico,Mexico,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098771,2017.08,Genbank,2017-01-30
MEX_CIENI551,Ky120348,2016-03-03,North America,Mexico,Mexico,Boukadida Et Al,Unpublished,Complete Zika Virus Genome Sequences From A Serum Sample And After Isolation In Vero Cells,https://www.ncbi.nlm.nih.gov/nuccore/KY120348,2016.17,Genbank,2016-03-03
Aedessp/MEX/MEX_2_81/2016,Kx446950,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  27-jun-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX446950,2016.00,Genbank,2016-01-01
MEX_I_7,Kx247632,2015-11-01,North America,Mexico,Mexico,Barrows Et Al,Unpublished,Repurposed Drug Candidates To Treat Zikv Infection In Pregnancy,https://www.ncbi.nlm.nih.gov/nuccore/KX247632,2015.91,Genbank,2015-11-xx
Aedessp/MEX/MEX_I_7/2016,Kx446951,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  27-jun-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX446951,2016.00,Genbank,2016-01-01
NIC/8610_13A1/2016,Ky765324,2016-07-07,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765324,2016.51,Genbank,2016-07-07
NIC/5256_13A1/2016,Mf434518,2016-08-26,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434518,2016.65,Genbank,2016-08-26
HN16,Ky328289,2016-05-01,North America,Honduras,Honduras,Murray Et Al,Emerging Infect. Dis. 23  1  99-101  2017 ,Prolonged Detection Of Zika Virus In Vaginal Secretions And Whole Blood,https://www.ncbi.nlm.nih.gov/nuccore/KY328289,2016.33,Genbank,2016-05-xx
HND/2016/HU_ME58,Ky014312,2016-05-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014312,2016.36,Genbank,2016-05-13
HND/2016/HU_ME156,Ky785452,2016-06-07,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785452,2016.43,Genbank,2016-06-07
HND/2016/HU_ME42,Ky014310,2016-05-09,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014310,2016.35,Genbank,2016-05-09
HND/2016/HU_ME38,Ky014319,2016-04-30,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014319,2016.33,Genbank,2016-04-30
